borough,longitude,latitude
QUEENS,-73.83737993071335,40.74984888081919
QUEENS,-73.77450647237336,40.74520699085915
QUEENS,-73.7998775103365,40.71957242045559
QUEENS,-73.8190815280891,40.66325137205657
QUEENS,-73.82976207452081,40.69760356751348
QUEENS,-73.77813002304534,40.725153672530965
QUEENS,-73.79451015992488,40.76929390069699
QUEENS,-73.77616043649164,40.72197793885076
QUEENS,-73.78492528827984,40.78989398384327
QUEENS,-73.77766618299995,40.7641731850987
QUEENS,-73.85107327556987,40.69972070658193
QUEENS,-73.81897889741298,40.70936436505947
QUEENS,-73.72949250578957,40.70568040737578
QUEENS,-73.87787456058999,40.7513565790191
QUEENS,-73.75767964199399,40.67698252595996
QUEENS,-73.7947098241124,40.69792094980426
QUEENS,-73.78289013470679,40.78948092710354
QUEENS,-73.77508732932644,40.77709260708416
QUEENS,-73.79759146664622,40.77453882944075
QUEENS,-73.91123772600899,40.776417044193934
QUEENS,-73.84952014512794,40.71534048852642
QUEENS,-73.77725522871204,40.73647737291699
QUEENS,-73.77881469189937,40.63519236121426
QUEENS,-73.79747815942923,40.65259788482492
QUEENS,-73.76799604871466,40.72051388861696
QUEENS,-73.88088045606024,40.76415294600165
QUEENS,-73.81169066072599,40.728993433799616
QUEENS,-73.87009745766494,40.73770839405135
QUEENS,-73.79283586267859,40.73892822528657
QUEENS,-73.79103766500744,40.7007844374263
QUEENS,-73.85890421554538,40.70617313025097
QUEENS,-73.81052367401931,40.74279680080932
QUEENS,-73.89899402869725,40.78149513629148
QUEENS,-73.78580881591881,40.657081569858434
QUEENS,-73.93243254935206,40.7540346933826
QUEENS,-73.72845912526823,40.75461976193942
QUEENS,-73.76527660103159,40.75740251279473
QUEENS,-73.84125785980349,40.73581661359282
QUEENS,-73.8534102324179,40.73709323090908
QUEENS,-73.88642471778252,40.69928227646994
QUEENS,-73.87745669301171,40.710873429060506
QUEENS,-73.8649987231816,40.76723107872362
QUEENS,-73.76696902050138,40.66489407450956
QUEENS,-73.74032418475969,40.68333731668282
QUEENS,-73.86526341910957,40.73021120678776
QUEENS,-73.89255766995386,40.71022539024782
QUEENS,-73.7748547624573,40.66020262071567
QUEENS,-73.77782780519719,40.64865106776683
QUEENS,-73.86994638865805,40.75597343986051
QUEENS,-73.91588017529513,40.717124913451016
QUEENS,-73.77076736274289,40.71082711560735
QUEENS,-73.82883131290045,40.77155511960614
QUEENS,-73.86397349498719,40.75194112844707
QUEENS,-73.82378530838983,40.68486651158484
QUEENS,-73.81515276467326,40.70105794127334
QUEENS,-73.80186584265259,40.69090387944623
QUEENS,-73.90250528788685,40.70644453979257
QUEENS,-73.76436227842011,40.6813375435005
QUEENS,-73.907337969212,40.75979907728689
QUEENS,-73.76959573652675,40.69182648412118
QUEENS,-73.76999573072615,40.72977245384941
QUEENS,-73.77492869342775,40.74616727210886
QUEENS,-73.90804874664897,40.71940092535935
QUEENS,-73.75373622931936,40.69426146681437
QUEENS,-73.79151244630147,40.67520120168271
QUEENS,-73.75689248906497,40.715336160192734
QUEENS,-73.94415163264324,40.747629106324496
QUEENS,-73.85162952859493,40.69991306949824
QUEENS,-73.90778458342761,40.7020974331159
QUEENS,-73.84352401230485,40.70085146072597
QUEENS,-73.7387724379954,40.67931849966976
QUEENS,-73.78697185546297,40.6698279229175
QUEENS,-73.79703193032414,40.7331445101708
QUEENS,-73.78384256509321,40.659258108537365
QUEENS,-73.7537069377448,40.69765293476407
QUEENS,-73.7974921749689,40.64301027417207
QUEENS,-73.74184182651528,40.67492562604232
QUEENS,-73.75596812227386,40.64782418755936
QUEENS,-73.73813267039007,40.771992874412526
QUEENS,-73.73161548256692,40.7297324085168
QUEENS,-73.77041380293842,40.62718011237576
QUEENS,-73.92323162956446,40.73965488688738
QUEENS,-73.78422138139328,40.65833465941101
QUEENS,-73.7944224583215,40.77621671983204
QUEENS,-73.77514767825585,40.74964917890368
QUEENS,-73.82578701779866,40.7510744110045
QUEENS,-73.85463696243635,40.67248070254846
QUEENS,-73.85123488834606,40.74222747838715
QUEENS,-73.76943392685183,40.72396191043769
QUEENS,-73.8148935370532,40.791862411596846
QUEENS,-73.85891668539402,40.68202983509437
QUEENS,-73.76137646535308,40.73522010714687
QUEENS,-73.7796446173684,40.78863238853408
QUEENS,-73.77003941435329,40.69849433110326
QUEENS,-73.8320610515882,40.76421805824132
QUEENS,-73.83213211177564,40.67083807820647
QUEENS,-73.90028893637088,40.74627984689096
QUEENS,-73.7887424828733,40.73340423105272
QUEENS,-73.77123313929174,40.66218867702016
QUEENS,-73.81185636028181,40.67527900441668
QUEENS,-73.73926669923686,40.741313557159486
QUEENS,-73.80715652252083,40.642694173754656
QUEENS,-73.73351037869172,40.75668880955004
QUEENS,-73.76006563591912,40.67452392061029
QUEENS,-73.77621671766526,40.69856061121817
QUEENS,-73.83114458809736,40.663887670750974
QUEENS,-73.78798580218752,40.74436019617547
QUEENS,-73.84751561592917,40.77557847971449
QUEENS,-73.86641109818558,40.70850245795277
QUEENS,-73.71631149298547,40.74790661038885
QUEENS,-73.82468407847155,40.69015504467869
QUEENS,-73.77124622197046,40.654715193383126
QUEENS,-73.73958282253597,40.726744411806735
QUEENS,-73.86406315477443,40.732698655517645
QUEENS,-73.75087897983956,40.75396480110003
QUEENS,-73.75521465958981,40.68738078125073
QUEENS,-73.9050496098255,40.78343657373483
QUEENS,-73.78315187895913,40.636969343979
QUEENS,-73.80634845720401,40.64460079148599
QUEENS,-73.90057891626581,40.7444639747532
QUEENS,-73.78257858652101,40.70722410879196
QUEENS,-73.7398472066982,40.63611780843744
QUEENS,-73.7559981989373,40.73718484576208
QUEENS,-73.8019872824917,40.61860483292693
QUEENS,-73.7928861730603,40.59456231619093
QUEENS,-73.86792326540089,40.732378475234015
QUEENS,-73.79553549960175,40.77670175020271
QUEENS,-73.79882051027536,40.60857344193466
QUEENS,-73.76298960903821,40.70819291531895
QUEENS,-73.82668337849832,40.70061993243216
QUEENS,-73.7820538461527,40.60276494267211
QUEENS,-73.8529912229145,40.72673315389456
QUEENS,-73.93706804563705,40.54697154435502
QUEENS,-73.8950623239321,40.7495388115163
QUEENS,-73.94872324496625,40.756991411714814
QUEENS,-73.77071004894135,40.7590901076053
QUEENS,-73.82303294024658,40.66555152449909
QUEENS,-73.92731838748801,40.766574120841085
QUEENS,-73.74619902687067,40.76962765951793
QUEENS,-73.81550534868997,40.70177534530219
QUEENS,-73.76176929400258,40.649165093562914
QUEENS,-73.73409897844306,40.75692527243729
QUEENS,-73.73197999245129,40.76333706492091
QUEENS,-73.8501622659449,40.69037333521416
QUEENS,-73.7044925896747,40.74601746415235
QUEENS,-73.73215646366172,40.714327285049976
QUEENS,-73.8144007459997,40.78025477698773
QUEENS,-73.83224399100251,40.70635473473503
QUEENS,-73.84193111361337,40.65449437093204
QUEENS,-73.87206224911621,40.69815238505274
QUEENS,-73.84704147062767,40.66495943825437
QUEENS,-73.85489060364073,40.75587389692296
QUEENS,-73.75539747116864,40.725229600026
QUEENS,-73.71999538586526,40.75899511021886
QUEENS,-73.74493494545305,40.67691246311842
QUEENS,-73.81641796110937,40.79381369364192
QUEENS,-73.76424364740393,40.72656358991485
QUEENS,-73.8012894500453,40.59294319879287
QUEENS,-73.72748049160526,40.68341394437807
QUEENS,-73.88930826287523,40.72927484313427
QUEENS,-73.83466332290968,40.73453215580425
QUEENS,-73.82545608948126,40.71080079102718
QUEENS,-73.79675368585427,40.69487449758305
QUEENS,-73.74925584603798,40.59437264694293
QUEENS,-73.792930980068,40.64537415463455
QUEENS,-73.8307507108949,40.59515120820722
QUEENS,-73.77602481899474,40.78970337549744
QUEENS,-73.76277751284022,40.69619214481671
QUEENS,-73.842279246793,40.71715700737014
QUEENS,-73.88931425664967,40.7172575723822
QUEENS,-73.84618246723124,40.7583160718088
QUEENS,-73.93983063712953,40.75871692340705
QUEENS,-73.86263053302538,40.754436014665735
QUEENS,-73.82217932752735,40.73370595842383
QUEENS,-73.84169946254599,40.71577146444068
QUEENS,-73.88534213502118,40.7465442043789
QUEENS,-73.79725674117275,40.68429673892911
QUEENS,-73.72743462661542,40.75301286619387
QUEENS,-73.81937754822641,40.68006476905608
QUEENS,-73.77603252878625,40.67259243156423
QUEENS,-73.8067122110216,40.64748243440692
QUEENS,-73.92409848227659,40.77901702021303
QUEENS,-73.75692786392455,40.65562121123121
QUEENS,-73.7297744275928,40.72753430253725
QUEENS,-73.85932495193556,40.73981726181646
QUEENS,-73.77427824612596,40.72127463471764
QUEENS,-73.74093767965734,40.67800245938705
QUEENS,-73.78947545013595,40.60184805549316
QUEENS,-73.75355764996215,40.71481227145675
QUEENS,-73.8514267065851,40.70559480708765
QUEENS,-73.8131564539185,40.64913321886201
QUEENS,-73.80097036481848,40.72447615862794
QUEENS,-73.90603418365153,40.75910683990355
QUEENS,-73.77319205325662,40.768402540652936
QUEENS,-73.70575296656001,40.7437929695891
QUEENS,-73.75695173544361,40.71586185778719
QUEENS,-73.78578929726312,40.72532564657539
QUEENS,-73.81036074785526,40.73259471526255
QUEENS,-73.85517226218053,40.78353650263772
QUEENS,-73.76057731172756,40.64064650368726
QUEENS,-73.80988710378072,40.77453997736037
QUEENS,-73.80648797582984,40.74728913871307
QUEENS,-73.7786912177422,40.70841438380168
QUEENS,-73.80454993944046,40.795603946631694
QUEENS,-73.84578489108029,40.65281400171057
QUEENS,-73.82691274975019,40.68108910067424
QUEENS,-73.83374543387053,40.5968001234521
QUEENS,-73.9006697387382,40.71779591885265
QUEENS,-73.882168650666,40.70019373910729
QUEENS,-73.90921283126403,40.78939270257235
QUEENS,-73.78084616576118,40.68158369580329
QUEENS,-73.88001856834563,40.562345359169065
QUEENS,-73.75190603712777,40.66122060687917
QUEENS,-73.80239560609898,40.77962877253766
QUEENS,-73.8444812283559,40.69493724806324
QUEENS,-73.78659526914319,40.76617822887359
QUEENS,-73.89876186275009,40.7450110249049
QUEENS,-73.83037549329896,40.68530416999148
QUEENS,-73.75114564373884,40.7100692920082
QUEENS,-73.74476030682422,40.71322257714786
QUEENS,-73.80013178341439,40.69982511881032
QUEENS,-73.74241228052261,40.66856538729951
QUEENS,-73.91705700004142,40.71092421226429
QUEENS,-73.82763349897527,40.766204966459895
QUEENS,-73.80587692629193,40.79061908742021
QUEENS,-73.87853533461089,40.72376730909736
QUEENS,-73.82120364734985,40.67322003303031
QUEENS,-73.79113158125669,40.7208069631647
QUEENS,-73.89809301444978,40.69337907432499
QUEENS,-73.82625184926249,40.78511552137073
QUEENS,-73.77401099023974,40.6743285567028
QUEENS,-73.8977318135603,40.73880681840209
QUEENS,-73.74884282882867,40.71516040889431
QUEENS,-73.710831218546,40.75410755596247
QUEENS,-73.88602227372596,40.74774072118823
QUEENS,-73.79117435925494,40.697825205918726
QUEENS,-73.77089977371746,40.76378477503192
QUEENS,-73.80421334785072,40.75763907081761
QUEENS,-73.79635460175052,40.69124266835168
QUEENS,-73.75258143695956,40.77780292125888
QUEENS,-73.88705522204644,40.71024689229293
QUEENS,-73.8272747025385,40.75545167465434
QUEENS,-73.89623462146727,40.74298097355344
QUEENS,-73.75901087397538,40.75865842228583
QUEENS,-73.87924501901038,40.73518258359436
QUEENS,-73.83135037813007,40.67396960356303
QUEENS,-73.78374760925279,40.76051069407221
QUEENS,-73.80543669001055,40.68583889383415
QUEENS,-73.78737824103092,40.774272572736514
QUEENS,-73.77110733940802,40.72997301668224
QUEENS,-73.88035033931574,40.737077786406665
QUEENS,-73.91708519120233,40.78321262865151
QUEENS,-73.74232318082387,40.64271642083448
QUEENS,-73.93072725778794,40.73098617104775
QUEENS,-73.77521806338072,40.59559692880188
QUEENS,-73.74931030065517,40.68002624741818
QUEENS,-73.72181495711182,40.74678058388894
QUEENS,-73.77080936782626,40.779996195766735
QUEENS,-73.83329128281953,40.607937848926426
QUEENS,-73.81764089825604,40.79827327527669
QUEENS,-73.93052802285742,40.75080292246172
QUEENS,-73.84850974497778,40.70632661698087
QUEENS,-73.77131923328905,40.6249362925381
QUEENS,-73.78959893979591,40.59215118175505
QUEENS,-73.84105750819208,40.79235084805448
QUEENS,-73.792139369124,40.61260174620179
QUEENS,-73.87445024612516,40.73844878033284
QUEENS,-73.8164125148881,40.58859422747906
QUEENS,-73.84470615127684,40.768649504789465
QUEENS,-73.85459216060673,40.72577349796742
QUEENS,-73.91039603451271,40.70338151103821
QUEENS,-73.76715972925595,40.65303139984368
QUEENS,-73.82050130786043,40.62656832026226
QUEENS,-73.82584963302978,40.74035896982512
QUEENS,-73.74220212102504,40.7708410728159
QUEENS,-73.731237947737,40.65321307713852
QUEENS,-73.75945308249679,40.63342486140891
QUEENS,-73.77085054734917,40.76961261184736
QUEENS,-73.74225646907428,40.72367096145619
QUEENS,-73.74803384065261,40.67553156769338
QUEENS,-73.90270577185125,40.72374391742528
QUEENS,-73.77957322974841,40.5970832815265
QUEENS,-73.7495469484915,40.7179873391021
QUEENS,-73.76079378723944,40.64802334246823
QUEENS,-73.77395798074711,40.781415403468536
QUEENS,-73.75956727406404,40.75209727607743
QUEENS,-73.88917895119542,40.685180086762685
QUEENS,-73.76276581277979,40.59369666776184
QUEENS,-73.77236469830542,40.62589997704311
QUEENS,-73.83005539225903,40.68157497718618
QUEENS,-73.81925534947825,40.65985758428703
QUEENS,-73.81598641981442,40.66874642569837
QUEENS,-73.88098048886516,40.70902107740309
QUEENS,-73.83285121812426,40.7330865518156
QUEENS,-73.93900572486336,40.54611769600162
QUEENS,-73.77849285273437,40.77940142945516
QUEENS,-73.90198409235003,40.74849123780747
QUEENS,-73.73921193064973,40.77363096258794
QUEENS,-73.82937535067649,40.66570734115652
QUEENS,-73.84257327805538,40.648837494528834
QUEENS,-73.8868550326588,40.768993069501
QUEENS,-73.78028554373492,40.68087933853745
QUEENS,-73.75607206485311,40.632636266449865
QUEENS,-73.80534891176922,40.64451593842827
QUEENS,-73.79157860330739,40.769083296320304
QUEENS,-73.82081176634307,40.62447207776211
QUEENS,-73.81472804882489,40.68520525820309
QUEENS,-73.89771651238642,40.760951042107
QUEENS,-73.84938875685738,40.791432475356
QUEENS,-73.84714599828445,40.747793928166686
QUEENS,-73.75007254591333,40.76255708330185
QUEENS,-73.81918594746178,40.65617274902584
QUEENS,-73.85742459046645,40.7514412589816
QUEENS,-73.83349885074836,40.72991353172464
QUEENS,-73.81302004833674,40.76355940337698
QUEENS,-73.70374793542398,40.75299790598453
QUEENS,-73.89912024630509,40.748400046763095
QUEENS,-73.75401038334998,40.7719947988834
QUEENS,-73.82947117698575,40.73560130764168
QUEENS,-73.84182612882202,40.71747500210615
QUEENS,-73.82919077226117,40.76814474123695
QUEENS,-73.9032632205121,40.77902443182219
QUEENS,-73.91515391282255,40.72975924996222
QUEENS,-73.82543169270288,40.77575800473406
QUEENS,-73.80778209597717,40.75286157870256
QUEENS,-73.79638537601289,40.73113700502402
QUEENS,-73.90996898224226,40.77734334712328
QUEENS,-73.81305302032877,40.67910557429583
QUEENS,-73.80005815167021,40.6240218151182
QUEENS,-73.75617839154815,40.6936737372535
QUEENS,-73.87310800947091,40.76930001688296
QUEENS,-73.79398109580946,40.597453053722674
QUEENS,-73.7290093951355,40.66591060260799
QUEENS,-73.75919685737884,40.69832713287839
QUEENS,-73.84223896962739,40.78299684667899
QUEENS,-73.92222839100872,40.739791194770014
QUEENS,-73.86137936066358,40.77010306511975
QUEENS,-73.86129810741882,40.56885147159499
QUEENS,-73.7361816790893,40.7347712325897
QUEENS,-73.95315062615393,40.74552347357783
QUEENS,-73.90920257082182,40.73183257332765
QUEENS,-73.91769926525366,40.727444100057305
QUEENS,-73.84487165801808,40.71081212346333
QUEENS,-73.78482540879071,40.70078559583978
QUEENS,-73.7831916317094,40.77125837931074
QUEENS,-73.74300726915592,40.67131362891807
QUEENS,-73.86794445368128,40.7731211985961
QUEENS,-73.91256264293338,40.7401378840907
QUEENS,-73.78929468202597,40.67398883091292
QUEENS,-73.75081539630567,40.67227800349877
QUEENS,-73.93719454358846,40.7306964271998
QUEENS,-73.82058541721261,40.76398554179991
QUEENS,-73.88153900225747,40.76941605135703
QUEENS,-73.87760690904037,40.56276963079826
QUEENS,-73.7662115248959,40.76547089397077
QUEENS,-73.7750638352419,40.76713453543245
QUEENS,-73.73538818838928,40.72275881522693
QUEENS,-73.93643961256028,40.76177557891993
QUEENS,-73.8502381204642,40.64974846433359
QUEENS,-73.76318193676369,40.7463068730225
QUEENS,-73.7638637454121,40.75624517835209
QUEENS,-73.81890988685383,40.69888198518416
QUEENS,-73.85459924675985,40.65889096918091
QUEENS,-73.83510658034108,40.75399897382784
QUEENS,-73.82892725451107,40.61694340263804
QUEENS,-73.75745862884106,40.60047850068224
QUEENS,-73.73089138418251,40.76922461347144
QUEENS,-73.75259871997241,40.739769234877
QUEENS,-73.7447144252199,40.71165999587095
QUEENS,-73.85544815894205,40.658606364171206
QUEENS,-73.7921176373957,40.72639226694304
QUEENS,-73.74758762939186,40.717131724703634
QUEENS,-73.79680645633917,40.75304301372905
QUEENS,-73.74736810257016,40.76145917232839
QUEENS,-73.848018806404,40.75774597162936
QUEENS,-73.93214333805435,40.74118497615823
QUEENS,-73.79954146715419,40.67202389063824
QUEENS,-73.92536754402771,40.72837144237912
QUEENS,-73.79998789500627,40.773556646099536
QUEENS,-73.81952825301966,40.75511962248997
QUEENS,-73.75240968228515,40.70763774911322
QUEENS,-73.72770118806227,40.7259716461184
QUEENS,-73.76539343355785,40.68831372481618
QUEENS,-73.7541309968177,40.72063968310569
QUEENS,-73.86003262698995,40.67607797466361
QUEENS,-73.92272161709914,40.76768640744808
QUEENS,-73.84653134772817,40.71360595113792
QUEENS,-73.79854524716559,40.700675912823655
QUEENS,-73.7488213060642,40.65147676930071
QUEENS,-73.76333908135344,40.67261771239638
QUEENS,-73.78878572441374,40.78491124979459
QUEENS,-73.79950040807121,40.795330641562565
QUEENS,-73.83619028001401,40.7465787329649
QUEENS,-73.77180409978135,40.6133165097721
QUEENS,-73.79285352155479,40.72359595463397
QUEENS,-73.79162585814208,40.64447890970118
QUEENS,-73.85408680947315,40.78556580132144
QUEENS,-73.74254476358894,40.71825908514673
QUEENS,-73.84574229772367,40.77840205314942
QUEENS,-73.75939775000406,40.67184868171724
QUEENS,-73.82902539430926,40.76224194462918
QUEENS,-73.88247566780714,40.72270937893933
QUEENS,-73.88968976273948,40.70142022585308
QUEENS,-73.81768949069499,40.748658342777055
QUEENS,-73.85556072776049,40.74579883973061
QUEENS,-73.94128019483759,40.76660884683414
QUEENS,-73.84208115721552,40.648406162336805
QUEENS,-73.8043476943275,40.77377774644419
QUEENS,-73.93398349025469,40.77520137016104
QUEENS,-73.7999384538978,40.793411255976686
QUEENS,-73.90850026938904,40.78484617804193
QUEENS,-73.82660876583174,40.74973683873724
QUEENS,-73.83214326925038,40.62727842112452
QUEENS,-73.86631229876261,40.716065042282914
QUEENS,-73.83256683230059,40.62894036719891
QUEENS,-73.80120014797676,40.712601953637744
QUEENS,-73.74903282560837,40.66328922038287
QUEENS,-73.74944582348563,40.70681178089255
QUEENS,-73.89914287631943,40.73158524463676
QUEENS,-73.77174630214881,40.72466556714235
QUEENS,-73.83401511655467,40.76241252315936
QUEENS,-73.74964735284958,40.73569532234797
QUEENS,-73.8049077774893,40.7594720487359
QUEENS,-73.7397688292205,40.67495834127059
QUEENS,-73.83540328302938,40.68709283488064
QUEENS,-73.75884713546746,40.69347083995047
QUEENS,-73.75257354008703,40.72292362960985
QUEENS,-73.77832094905303,40.723267650035154
QUEENS,-73.91866495531806,40.72190082071149
QUEENS,-73.91114170575021,40.560655107265504
QUEENS,-73.84022733818583,40.71552412820353
QUEENS,-73.71344305116813,40.74377988737942
QUEENS,-73.78618933616181,40.6116596764285
QUEENS,-73.80551407442147,40.73625964698228
QUEENS,-73.82996458863859,40.67413822859227
QUEENS,-73.9255967418514,40.549194021184775
QUEENS,-73.82506629998966,40.74879649872049
QUEENS,-73.75382134316607,40.63405778965585
QUEENS,-73.85650326702425,40.5719113225921
QUEENS,-73.77891986174295,40.74209539696616
QUEENS,-73.84920709771028,40.70196523216386
QUEENS,-73.80920573718677,40.75715885669649
QUEENS,-73.8954009232166,40.759701419100764
QUEENS,-73.85218809843877,40.71892282864734
QUEENS,-73.9001571868805,40.75929071935552
QUEENS,-73.82549289676459,40.6287781217062
QUEENS,-73.782875345229,40.64907773434939
QUEENS,-73.88989162972439,40.74971957584079
QUEENS,-73.90847308358694,40.783445147408266
QUEENS,-73.74348954494468,40.77708996202298
QUEENS,-73.84095259031537,40.7321841924925
QUEENS,-73.864092646872,40.696185841479775
QUEENS,-73.74693500947596,40.68077702731467
QUEENS,-73.73843090766731,40.77036703729853
QUEENS,-73.75889585843551,40.65374270194868
QUEENS,-73.78213639308287,40.78602058149531
QUEENS,-73.75877964557074,40.74529917725309
QUEENS,-73.76881636954771,40.763853198931166
QUEENS,-73.76838301204272,40.71323373378623
QUEENS,-73.83095755222105,40.76831816428283
QUEENS,-73.80273279475767,40.60728458728551
QUEENS,-73.90410933257186,40.69883750790208
QUEENS,-73.70685933558026,40.744742514171946
QUEENS,-73.76710973737198,40.71711651829552
QUEENS,-73.76308198599659,40.70927189666726
QUEENS,-73.93319997612967,40.76166369622756
QUEENS,-73.90084515094128,40.731913855145216
QUEENS,-73.93086025150514,40.741437156709125
QUEENS,-73.82234835600343,40.622096724686685
QUEENS,-73.79854318917259,40.65806190895892
QUEENS,-73.90484424874326,40.698834577195264
QUEENS,-73.82170614726721,40.72802034697245
QUEENS,-73.84188553032484,40.68025254987524
QUEENS,-73.75142090702955,40.76143679333673
QUEENS,-73.84643611229099,40.766604249533714
QUEENS,-73.8803287572053,40.712891928023424
QUEENS,-73.84037074311016,40.68209063180799
QUEENS,-73.90339981708235,40.56024015368177
QUEENS,-73.74885475556626,40.610216597507
QUEENS,-73.89893430548202,40.7381116348868
QUEENS,-73.74221395208164,40.6544982063703
QUEENS,-73.89155366003757,40.73621391865368
QUEENS,-73.87684731392216,40.74217589081667
QUEENS,-73.74524608503239,40.67670473855251
QUEENS,-73.81551649242311,40.78517139437996
QUEENS,-73.77320745829999,40.642985769318585
QUEENS,-73.81673706946856,40.658367139329
QUEENS,-73.87818447507613,40.7500332469608
QUEENS,-73.85220260372881,40.73932262778897
QUEENS,-73.90113388542927,40.7874631519604
QUEENS,-73.91138182331929,40.76976070348159
QUEENS,-73.88309257792967,40.748298499830135
QUEENS,-73.92443140106998,40.77023680190053
QUEENS,-73.73031610441647,40.66522962745407
QUEENS,-73.8101071945005,40.75376075018804
QUEENS,-73.82577180984356,40.74488966334378
QUEENS,-73.87695737894329,40.56813847146144
QUEENS,-73.89201155963477,40.74169612225491
QUEENS,-73.78927508760535,40.61765245889698
QUEENS,-73.79962644892049,40.71716729011308
QUEENS,-73.80592892889173,40.7384093925188
QUEENS,-73.80212359601127,40.77523503099217
QUEENS,-73.7669504757076,40.63846913753835
QUEENS,-73.75088499676002,40.6474953751382
QUEENS,-73.90159687045774,40.744361488604135
QUEENS,-73.8299558212368,40.59748721951084
QUEENS,-73.77479309961329,40.65721476288636
QUEENS,-73.82626530833559,40.68203745173412
QUEENS,-73.76095101192433,40.60575596274783
QUEENS,-73.79433950379484,40.69221625268887
QUEENS,-73.87528439922048,40.76599302408548
QUEENS,-73.90284506501014,40.75036285154137
QUEENS,-73.81027500706864,40.60143192332665
QUEENS,-73.91926066520084,40.7631299494606
QUEENS,-73.90613820811654,40.78995246127448
QUEENS,-73.85102646673775,40.69340587973596
QUEENS,-73.89227347189431,40.76539163881528
QUEENS,-73.80094369790514,40.79115038086788
QUEENS,-73.89531209060989,40.70595181301926
QUEENS,-73.91209305560474,40.56228574982474
QUEENS,-73.91411811218069,40.708622268270446
QUEENS,-73.7722317806287,40.59665262367591
QUEENS,-73.75132450844796,40.648678134174254
QUEENS,-73.82047346163553,40.586977235492206
QUEENS,-73.91969127255905,40.76482736535162
QUEENS,-73.77351861956699,40.68787803050938
QUEENS,-73.87014512261862,40.72917249073701
QUEENS,-73.79036915846508,40.69887417267231
QUEENS,-73.74487740601037,40.68920556653882
QUEENS,-73.84443265634145,40.72305754686828
QUEENS,-73.9505903110831,40.74086068538188
QUEENS,-73.8052686227407,40.65004108479116
QUEENS,-73.82806985784097,40.70974548542751
QUEENS,-73.75779039710372,40.64898187602714
QUEENS,-73.86469970765854,40.70856469478417
QUEENS,-73.79790404862295,40.75274519311526
QUEENS,-73.7966647863748,40.768219430490056
QUEENS,-73.82538534813536,40.62745328312496
QUEENS,-73.82204960981078,40.66329787766468
QUEENS,-73.82643419644478,40.79127796508412
QUEENS,-73.80566017390453,40.68802760024974
